pkg_name,inactivity_score,maintainers_score
reserved-words,0.6731902701796827,0.4777260775934011
progress,0.672214775697485,0.2544778101954231
domain-browser,0.6718861509848318,0.06530196886340339
forwarded,0.6715402757501501,0.5651794412926294
process-nextick-args,0.6711364411112088,0.06389366654534813
co-fs-extra,0.6706259009669038,0.89128976552051
path-is-inside,0.6704292171457246,0.0643932551004014
has-to-string-tag-x,0.6703376989020277,1.0
has-symbol-support-x,0.6698009478616163,1.0
duplexify,0.6697955932358574,0.15670917785636987
private,0.6696104400616526,0.07294402054294584
is-typedarray,0.6693891783414001,0.04831263012074426
arraybuffer.slice,0.6690952976513693,0.058484600283776854
beeper,0.6689709931993573,0.0870101953097684
vxx,0.6684420570936584,0.9623997836053821
home-or-tmp,0.6678878427667726,0.05455617843094855
babylon,0.6677805564844463,0.1995841128309733
minimatch,0.6677691679598879,0.16899104653152053
har-schema,0.6676448638965392,0.05440296744067504
replacestream,0.6673172252982573,1.0
is-windows,0.6672677023026236,0.06384194149575953
regjsparser,0.6670650547554907,0.13490683830394673
loud-rejection,0.6668361677262753,0.08063038096260161
hash.js,0.6668361659600185,0.13220979437174515
cli-table,0.6667639363268804,0.3310127792578555
circular-json,0.666650662213896,0.1292506356184441
gulp-sourcemaps,0.6665631072820606,0.24385539991222302
latest-version,0.6662618599131944,0.1610385888634035
is-number,0.6659798192706506,0.08094808329260265
is-property,0.6658111618536408,0.04783970597199563
tryit,0.6653628244461256,0.05508863153802178
sigmund,0.6653225138237042,0.07811457235210063
natives,0.6651642485646635,0.05758522396663846
vinyl,0.6650464813067873,0.14339628103627963
basic-auth,0.6648472686310855,0.4671178130990056
camelcase-keys,0.6648114753663604,0.11317812062835649
spdx-license-ids,0.6647907926977152,0.10318313599650061
path-exists,0.6646081716770982,0.05455617843094855
dashdash,0.6645181000112625,0.06712072084538757
capture-stack-trace,0.6644538591728122,0.08716143043695189
uglify-to-browserify,0.6641682256406629,0.0439686954728955
spdx-expression-parse,0.6641096693780979,0.08028484542221823
sax,0.6638616263487982,0.1234120642903122
configstore,0.663746831835969,0.17355442755488615
pkg-dir,0.6632070965833022,0.1610385888634035
date-now,0.6625724665154489,0.06618014045873552
yeast,0.6625596963759801,0.09188477941282847
expand-tilde,0.6623055244233612,0.0566456592197878
is-relative,0.6622875495597482,0.04920824030484053
pseudomap,0.6622622111923604,0.05014542037626109
webdriver-js-extender,0.662161308392974,0.5569321474261613
evp_bytestokey,0.661801454127159,0.08768430849463417
get-caller-file,0.6616885198842377,0.06579505771079108
strip-json-comments,0.6610845500059241,0.08362563123641165
osenv,0.6608808290060189,0.06293200949018667
boom,0.660787692038557,0.29457050205838087
array-differ,0.6607134012460167,0.05455617843094855
exit-hook,0.6603214058428607,0.08394223603093472
num2fraction,0.6602099856598379,0.09350709380922655
randombytes,0.6597550238819186,0.11161425478650362
currently-unhandled,0.6595995507638586,0.06727793621972943
parse-glob,0.6594922622110946,0.0636406404891073
parse-passwd,0.6594749202032878,0.06408307813473507
dateformat,0.659428678261885,0.13902874167498253
querystringify,0.6592820639332224,0.09188477941282847
stream-combiner,0.6589850296127471,0.14117108213391993
detective,0.6585609408005009,0.16216919172017144
has-ansi,0.658402416780292,0.03511746765444987
encoding,0.6580798857827254,0.07578711825278273
is-absolute,0.6580144344475097,0.04920824030484053
generate-function,0.6579954510374129,0.04644034615323323
longest,0.6579583531796913,0.04147854493562608
globule,0.6573571133193323,0.06103344829391557
reduce-function-call,0.6572867784667685,0.05694003210566638
amd-name-resolver,0.6563173864633866,0.41694904577890785
path-posix,0.6561989732139918,0.33067006039278635
string_decoder,0.6558375011805695,0.058951614853760846
tar-stream,0.6556953136855259,0.12193356057924343
html-comment-regex,0.6555808813331188,0.06971246055410803
unique-stream,0.6555099603461915,0.1459519762564765
homedir-polyfill,0.6555022330561707,0.05904830916661508
is-retry-allowed,0.6554551945333935,0.08231637733110427
isobject,0.6552957393154282,0.052658546006804564
debug-log,0.6551675914107453,0.49899767131283285
figures,0.6546988860495607,0.08801035914240614
has-cors,0.6545652503628062,0.08396775903410703
through2,0.6544405988458482,0.12062508930808741
simple-assign,0.654202976105261,0.913329274045265
os-tmpdir,0.654125065065356,0.0364860857424881
postcss-message-helpers,0.6535444136256735,0.06919574463049466
is-unc-path,0.6534145186580574,0.04920824030484053
util,0.653183925249233,0.09904498954735778
package-json,0.6530385309597949,0.11744769894153652
punycode,0.6529880065321104,0.11530578266574387
console-browserify,0.652787978342561,0.05998341660070404
parse-asn1,0.65262556609737,0.0745997892129039
find-index,0.6526153844442548,0.05460525359540057
xpath,0.6525360239975408,0.5433490043058563
is-callable,0.652426853163383,0.0827183359340895
vendors,0.6521039620827626,0.054620427127777045
constants-browserify,0.6519621771870937,0.040097136179972986
hide-powered-by,0.6519478584393261,0.5084024491786798
browserify-cipher,0.6518233308389554,0.0758699190510216
httpntlm,0.6516888250174367,0.7438025075672623
pend,0.6514608618420802,0.047798420950715
escope,0.6514309270605656,0.13279260000620877
stream-browserify,0.6514096772035145,0.11212378630316687
browserify-rsa,0.6507244057802467,0.07183027684162946
yallist,0.6503313371918433,0.06415328796807268
statuses,0.6498128429582418,0.4453108894986171
esprima-fb,0.6493813676709325,0.07302421853967649
cipher-base,0.6493023511759298,0.0745997892129039
object-assign,0.6492257704235986,0.0672306259167152
load-json-file,0.6490883177798802,0.05455617843094855
buffer-xor,0.6486990353963291,0.0780305229033732
glob2base,0.648549540265568,0.08982526694936555
connect,0.6485364721776841,0.43933549122299076
browserify-des,0.6482526126926887,0.10699187967715613
split,0.6482371296218498,0.10035255049421332
to-array,0.6477134618554797,0.07084804704933674
arr-diff,0.6476072095112232,0.050201021148704394
ansi-regex,0.6475603755416478,0.03889220075857665
prr,0.64745094763116,0.04154238032151572
ansi-styles,0.647069131392892,0.0501368908788541
path-root,0.6470666664339015,0.04920824030484053
gaze,0.6470329979024695,0.1505797119808956
cookie-parser,0.6468794113597589,0.5299167406535368
array-to-sentence,0.6453484776453933,1.0
node-libs-browser,0.6451555519378547,0.08695373668518276
httpreq,0.6447516084027934,0.4803086571585921
extract-zip,0.64441188195267,0.10801350898357082
is-binary-path,0.6442958382416676,0.03689891537451284
lazy-cache,0.6438638076833494,0.0566456592197878
regjsgen,0.6437980631284763,0.04805844716798527
create-hash,0.6434230738692902,0.0745997892129039
function-bind,0.6433297598078765,0.08311740227814239
cssesc,0.6432394846449588,0.12155488219387084
json-schema,0.6431706191115976,0.062097844784893115
require-directory,0.6430553303652711,0.08062137109687445
ripemd160,0.6428501181784249,0.05424947542386613
websocket-driver,0.642811798625501,0.05943103640916588
browserify-sign,0.642795041987426,0.0745997892129039
es-to-primitive,0.6426287043921882,0.09047560084159983
querystring-es3,0.6419139185914347,0.058834488864407564
regexpu-core,0.6418589246829982,0.04671149093678765
flatten,0.6418291358541182,0.05755928857918943
tty-browserify,0.6416985816538748,0.051565828050180555
is-equal-shallow,0.6416470646662531,0.048533760621060275
filename-regex,0.6413263722692254,0.049963705949470326
bubleify,0.6412962354815456,0.372099638528097
fd-slicer,0.6412817236267132,0.07835307578294015
map-cache,0.6411506068888674,0.04920824030484053
csso,0.6408605357126493,0.24201008714772476
sntp,0.6407899457901419,0.032129751416710976
liftoff,0.6405330858542571,0.12891273090261715
postcss-filter-plugins,0.640484375617501,0.04830218464590475
assert,0.6404071577849191,0.0933972790310545
error-inject,0.6399187959492171,0.9138626743181291
array-slice,0.6398668673521429,0.04920824030484053
errno,0.6397123245838078,0.0611014588028533
map-obj,0.639660936973538,0.049241163573306455
balanced-match,0.6394780457564253,0.0476134077661889
fileset,0.6392537349974031,0.06461681241166678
css,0.6370866671347742,0.21399551304158634
builtin-status-codes,0.636949007071702,0.038611133858022256
prelude-ls,0.6369464258618289,0.07506894746443293
sprintf,0.6368317335796525,0.5108767607829163
indexes-of,0.6367921913253566,0.06638994782875922
time-stamp,0.636676523692253,0.0566456592197878
pretty-hrtime,0.6365202653935051,0.0570932217255628
css-selector-tokenizer,0.6364879845334611,0.047755631388525975
randomatic,0.6364370817654745,0.050901906962543354
http-errors,0.6363408474238489,0.4671178130990056
url-parse-lax,0.636330783414997,0.05636094797501693
kew,0.6363036006864462,0.095195768734172
karma-jasmine-html-reporter,0.6362435701264608,0.4166047020818709
object.omit,0.636115022847894,0.0499785790995309
formatio,0.6356895517680508,0.04961149758886494
popsicle-rewrite,0.6343560121949624,0.3485442219230365
supports-color,0.6336549571192662,0.0501368908788541
ast-types,0.6335846930951162,0.10786454188021224
asap,0.6334072614786721,0.07139947849579285
cli,0.6327075130055154,0.16540461049178823
safe-json-parse,0.6325834339335057,0.5195570916420484
xmlbuilder,0.6324229922865812,0.09424444686774308
xml,0.6323979678478397,0.49231907452597684
alphanum-sort,0.6323906559857291,0.04468431958083809
ms,0.6321974665556539,0.12601989584984105
gulp-util,0.6318259042814354,0.07780662002058727
buffer-indexof,0.6315440941757741,0.34778378470762705
slice-ansi,0.6315201680502093,0.03739212940035289
x-is-string,0.6314317977673211,1.0
create-ecdh,0.6312643077300923,0.07821734715470648
pako,0.6312477362482405,0.49507987122580926
properties-parser,0.6309622943245643,0.5553874085748197
morgan,0.6308160325793106,0.6359701700033387
simple-plist,0.6304110736520443,0.3481950300350164
hasha,0.63028979404373,0.1297850379821788
run-async,0.6298259197408634,0.055450599573402426
brace-expansion,0.6294195674398857,0.05396443313163124
matchdep,0.6287711188201413,0.35330480382329754
natural-compare,0.6279417755912948,0.04449509184024375
acorn-jsx,0.6277061597339898,0.07974973779622173
browserify-aes,0.6274692487142077,0.08768430849463417
fsevents,0.6272949155258257,0.09264074378623803
isarray,0.6272088058404504,0.040097136179972986
uniq,0.6267621183850832,0.11429413044970523
semver-greatest-satisfied-range,0.6266422349315736,0.3045209221597987
esrecurse,0.6263925062535096,0.05209088616615784
yargs-parser,0.6257006839523274,0.12855664844960754
verror,0.6256811918556858,0.06359993505600518
through,0.6255394987678023,0.09554789956892246
caller-path,0.625149048361977,0.036727789227133434
block-stream,0.6247686600922546,0.06450625612842893
faye-websocket,0.6244246226474248,0.059776870211187105
pbkdf2,0.6242163532379086,0.0745997892129039
cssauron,0.6232142429403082,0.3038893477790508
emojis-list,0.6225740746902729,0.0522117982952085
node-fetch,0.6223621626899858,0.3514539664484202
postcss-modules-scope,0.6223473761279099,0.049824772861399705
fbjs,0.6223315392391169,0.14230451628065227
exit-on-epipe,0.6221027635375932,1.0
hsts,0.621300085862237,0.3477223292646188
is-stream,0.6209511824857868,0.030945221486536764
json5,0.6208848254685843,0.18416572267125728
discontinuous-range,0.6206123612226258,0.24536858196653685
doctrine,0.6205701269571505,0.04576157017773114
blank-object,0.6203650452335695,0.18586280957392062
postcss-modules-local-by-default,0.619976430284257,0.05549726006473719
generate-object-property,0.6199195951835365,0.037502086809185195
lcid,0.6193752919086283,0.0364860857424881
is-obj,0.6185330285521172,0.0364860857424881
normalize-url,0.6184238636624765,0.09120220474826053
kind-of,0.6183794024623974,0.051178390770072774
shell-quote,0.6182671524453258,0.045607018569358816
argparse,0.6182425912186896,0.05103282480657827
file-loader,0.6181441281520795,0.13126239987390012
throttleit,0.6178325167853641,0.04095767648429505
json-refs,0.617437389593377,0.3515512448683202
stream-shift,0.617151707058061,0.03265328515957356
semver-diff,0.6170668052780414,0.04018265546344703
ember-load-initializers,0.6163958309190415,1.0
icss-replace-symbols,0.6160826911763859,0.050377920001935125
source-map-support,0.6158837678209176,0.08694465433269434
ent,0.6156486908029168,0.041340219733422744
postcss-modules-extract-imports,0.6156154469609744,0.047755631388525975
encodeurl,0.6154786658151328,0.36957009857050777
require-relative,0.6154782468380167,0.613565140796514
propprop,0.615058908167925,0.24056363887153406
jscs-jsdoc,0.6146688053635473,0.3124862016653339
braces,0.6146120504569226,0.07978934314653888
should-type-adaptors,0.6144867772482665,0.5245324649456652
babel-eslint,0.6137384615949281,0.20178279336424673
string-width,0.6137242034918906,0.03447758951559618
define-properties,0.6136702744359813,0.03462269650127073
wtf-8,0.6134080604509362,0.03499933848146912
path-loader,0.6128854731233109,0.17662462719945338
jasminewd,0.6124899391891412,0.969803233561713
to-string-tag-x,0.6124693078801302,1.0
accept,0.6122864276630748,0.8949498499234038
is-function-x,0.6121352405131394,1.0
bluebird,0.6121074780365197,0.34706310005948904
path-root-regex,0.6119475555385618,0.04920824030484053
is-object-like-x,0.6116261874455327,1.0
postcss-modules-values,0.6115965225366456,0.049824772861399705
color-name,0.611331150231711,0.08833355302321605
