pkg_name,inactivity_score,maintainers_score
duration,0.5451667418309672,0.390051953180077
he,0.5450515352575419,0.09994375273972872
postcss-selector-matches,0.5448300293822537,0.12446937444398805
proxy-middleware,0.5447816714933605,0.17429949885858007
nodemailer-direct-transport,0.5446769139428611,0.04963229704471722
find-replace,0.5446463965803834,0.10004885341873407
install,0.5443918873838876,0.2370136731383239
find-parent-dir,0.5441921584688166,0.056870884982223396
escodegen,0.5440953098192449,0.05209088616615784
cordova,0.5439019744028076,0.22327923174269423
react-transform-catch-errors,0.5438941301610086,0.1551007428060027
collapse-white-space,0.543823864762961,0.054620427127777045
commandpost,0.5434703354536462,0.5831718874533457
raptor-json,0.543418815661926,1.0
async-settle,0.5432904504112638,0.2629978183152266
copy-to,0.543267586710254,0.6638359056824878
karma-jasmine-jquery,0.5431946536857087,1.0
javascript-natural-sort,0.5430858953318156,0.3013075744986373
jwt-simple,0.5430672863151165,0.48192515460836943
composer-connector-hlfv1,0.5428075963176836,0.259297103279367
postcss-color-gray,0.5426962530096578,0.15872374586449484
rx,0.5425140094913947,0.2272694279849116
stream-connect,0.5425075714003248,0.14529203733947804
broccoli-funnel,0.5424395086024572,0.07137477808187419
getos,0.5424309130998068,0.4636693628083394
default-resolution,0.5423349017880571,0.3045209221597987
plexer,0.5422084647491013,0.08869404579142941
equal-length,0.5421995851695092,1.0
rework-plugin-function,0.5421981990086353,1.0
composer-runtime-hlf,0.5421500817332144,0.259297103279367
undertaker-registry,0.5421414728959485,0.2629978183152266
parse-data-uri,0.5420264335269064,0.33067006039278635
convert-to-spaces,0.5420153275985273,1.0
github-url-from-git,0.5413215665333473,0.19338640866795276
sanitize-filename,0.5409455969604673,0.23164520116472545
composer-connector-server,0.5408556201319673,0.259297103279367
active-x-obfuscator,0.5407994684148506,0.09366812901596556
loopback-connector-composer,0.5407851134579053,0.259297103279367
enable,0.5406230619933278,0.17761515785080725
throwback,0.5405780905075178,0.1701706293545354
fs-monitor-stack,0.5405390416070311,0.3322444188673426
glob-to-regexp,0.5405216201739359,0.34633315178934937
tmatch,0.5404152372116893,0.0678317300832895
streamfilter,0.540210237740518,0.0530844399056603
htmlparser,0.54016729789849,1.0
log,0.5398701179157818,0.498166328763413
babel-plugin-transform-cjs-system-wrapper,0.5398478424824447,0.17486528259121262
browser-refresh-client,0.5398282834645898,1.0
img-stats,0.5398265718242,0.125704504770303
mixto,0.5398012467530309,0.15035482879120868
ports,0.5397843529585864,0.07054237798529918
lsmod,0.5396837593215856,0.10513707059032186
lazypipe,0.5394518787154249,0.4603284691725333
gulp-mocha,0.5394209260261911,0.17125899053908944
typedarray-to-buffer,0.5390003958828067,0.13261528238820428
emits,0.5385337627522822,0.09188477941282847
require-all,0.5381362760356575,0.462467887134214
now-and-later,0.5379898333233729,0.2629978183152266
ecstatic,0.5378379265046522,0.1914985217124284
browser-launcher2,0.537835481636834,0.3918561032857209
call,0.5378325685252838,0.11860713879332545
angular2-template-loader,0.537658792625693,0.21598237608136805
to-utf8,0.5370658612923092,0.09127943646199169
dottie,0.5367758614794184,0.23509264753058204
normalize-git-url,0.5367296794220617,0.28847569037068294
minimize,0.5366895934406937,0.2758361310159001
symbol,0.5366848090135241,0.06421302946754942
call-me-maybe,0.5366058428998692,0.07847383429974925
waterline-criteria,0.5366033973414315,0.4814023204853777
postcss-color-hsl,0.536578015726995,0.24825174709849504
simplyimport,0.5364462494699137,0.05617929393668542
nodemailer-fetch,0.5364400844944879,0.04963229704471722
nodemailer-shared,0.5361476448318722,0.04963229704471722
standard-engine,0.5360847560164598,0.14311216361503232
pullstream,0.5360111598779981,0.08615256924680767
is-generator,0.5358878379976351,0.10706966241371545
is-stream-ended,0.5356639272932331,0.14360155965222732
github-url-from-username-repo,0.5355606958148249,0.3660365536744032
ng-dependencies,0.5354370455177747,0.3177802978277919
wkx,0.5353080169189078,0.22447928442605666
needle,0.5352437310693438,0.2031899943496979
gitbook-plugin-comment,0.5351307425795881,0.04427894159841657
array-back,0.5351214654888891,0.10053868058582169
looper,0.5349903558013597,1.0
iterall,0.534953722295365,0.2909912466417195
inline-process-browser,0.5348333364219499,0.10699187967715613
codecov,0.534759085836203,0.23396870283486257
klassy,0.5347155739000891,0.689318140658947
mime-types,0.5346764756610776,0.6359701700033387
diagnostics,0.5346378699938068,0.13329129777923454
semver-dsl,0.5345187512126989,0.07456973059705745
passport-local,0.5345101083050677,0.2693100206554065
gulp-rev,0.5344763970561165,0.20552082651060033
property-handlers,0.534005980356546,1.0
attr-accept,0.5338628362748564,0.17721344670872113
safari-launcher,0.5337774588877338,0.4916841147286801
generator-p2-theme,0.5334976640710173,0.06687172357178704
d3-brush,0.5333433098136942,0.36896140796669696
string-format-obj,0.5332285465946777,0.133169235133941
extract-opts,0.5331936476280679,0.06530196886340339
composer-rest-server,0.5330184425318854,0.259297103279367
eachr,0.532724584156857,0.06530196886340339
eslint-plugin-babel,0.532706214795548,0.0872583528960127
intl,0.5325668088162817,0.2624565303969711
postcss-color-function,0.5324473879437905,0.1207106037699426
applause,0.5323865753069374,0.21889968695464646
postcss-color-rgb,0.532363449449236,0.24825174709849504
enabled,0.5322949337309698,0.10147305892787906
ts-helpers,0.532243980478789,0.11663866701306946
grunt-lib-phantomjs,0.5321991970167144,0.28044804608216306
expect.js,0.5320352935139019,0.5446581263204692
fill-keys,0.5318668206709835,0.038611133858022256
safefs,0.5318402597186135,0.06530196886340339
ref-struct,0.5318257834609819,0.26783267221849755
properties,0.5318150778672663,1.0
weak-map,0.5314517337358811,0.08402064953097829
sorted-object,0.5312269241956288,0.04728954872295305
xmlcreate,0.5312144391960061,0.2712827431649764
streamifier,0.5311643026097953,1.0
cordova-app-hello-world,0.5310590695915614,0.16320002280883103
last-run,0.5310074110837045,0.2629978183152266
eslint-config-fullcube,0.5309940943673838,0.4782467073125672
async-disk-cache,0.5309908071669912,0.06496625548907099
dns-equal,0.530922004711381,0.05013392610366761
broccoli-funnel-reducer,0.5309113897238898,0.10113036371711055
gulp-clean-css,0.5307805359656974,0.2575673681832139
string,0.5306505333915985,0.2559466575389586
node.flow,0.5304750087094423,1.0
resolve-pathname,0.5304359886641489,0.05803959001801751
cordova-registry-mapper,0.5304057113718227,0.21467622572818615
jsdoctypeparser,0.5304015191316,0.06476892846485029
bonjour,0.5303174344247633,0.15948255509037437
package-hash,0.5302939160737719,0.18132624871345068
sb-npm-path,0.5300707943024685,0.21474890744598937
component-classes,0.5297267879187832,0.15612984260347443
dns-prefetch-control,0.52946988543132,0.06584119076303417
d3-interpolate,0.5294366745140798,0.16252700359196318
b64,0.5292839605008375,0.2602218293690207
terraformer,0.529103427734031,0.2135929019087145
requireindex,0.5290785787279881,0.4003407361872547
fs,0.5290358124163981,0.08743801709317162
change-emitter,0.5290047796619436,0.075795500377237
apache-md5,0.5285860162173716,0.6004096062502675
module-not-found-error,0.5284601347857538,0.038611133858022256
karma-remap-istanbul,0.5283157812592002,0.20665569063044928
postcss-url,0.5282676211942446,0.10757386044348557
ember-cli-version-checker,0.5282603692773346,0.06496625548907099
printf,0.5282152461831491,0.10804657205239743
component-indexof,0.5280479491798417,0.15612984260347443
css-animation,0.5279263005624254,0.20007815008668173
cuint,0.5278839809000926,0.19267300363991866
colornames,0.5277571808166257,0.1053761282349457
appium-youiengine-driver,0.5277185104413231,1.0
co-body,0.5276249574711847,0.44459986680355446
command-line-usage,0.5275200571090679,0.11853457346339863
colorguard,0.5274467651991185,0.17231293011900642
rgb2hex,0.5273841032396586,0.11702198703568154
process-relative-require,0.5272457906122802,0.06579505771079108
only-shallow,0.5271761483572471,0.27241016897976633
cwise-compiler,0.5271139512797919,0.1659708424674377
karma-ie-launcher,0.52696515959878,0.3686340047327096
to-camel-case,0.5266988121575418,1.0
split-array-stream,0.5266708220930127,0.14360155965222732
to-single-quotes,0.5266439897827376,0.044380101965883795
git-repo-info,0.5266413853223508,0.08149537189192965
run-series,0.5263653985933314,0.22967585150691525
err-code,0.5262403078874922,0.05124644517151993
diskusage,0.526200718712106,0.2338233277261003
grunt-shell,0.5259518515928611,0.21470511269953638
broccoli-source,0.5253958803430884,0.1782934344973339
ansi-escape-sequences,0.5253703345698353,0.09514762583094208
subtext,0.5252219969292324,0.17574006902837097
postcss-color-hwb,0.5249414530662654,0.1207106037699426
gulp-inject,0.524933742483371,0.21008069037681232
postcss-media-minmax,0.5246864669167672,0.0948646162084585
urlgrey,0.524600011190034,0.0797129209592345
mockgoose,0.5245411654068675,0.45583541973715264
clean-yaml-object,0.5245130631323902,0.06163190781263158
define-property,0.5243839952648318,0.08668587739645357
env-variable,0.5243434401123194,0.08384599843372456
esprima,0.5243316403266256,0.034001399377105
absolute-path,0.5242355176898458,0.12007592460721243
listr-silent-renderer,0.5242068321649881,0.20214063445414493
@gulp-sourcemaps/identity-map,0.5241776813651297,0.2508062674036809
gulp-jshint,0.5240004699615562,0.10487899421514951
modify-filename,0.5237641029530854,0.05455617843094855
karma-safari-launcher,0.5236366892893954,0.20611131520334786
content,0.5236235465638851,0.13306887060678182
tslint-eslint-rules,0.5235751066531407,0.3990096903897696
memory-streams,0.5233057476395745,0.0870425240373401
tap-mocha-reporter,0.5231902569630889,0.12452558973649601
bach,0.5231702410552886,0.26215579215160684
passport-oauth1,0.5229829726435168,0.2011661309561197
uri-js,0.5229660495019937,0.0662763868696186
temporary,0.5229362005258837,0.1426080922530216
is-git-url,0.5226730866911264,0.04776277020121867
jasmine-growl-reporter,0.5226459124106229,0.24619371591798586
remap-istanbul,0.5226317652473275,0.07280215599714307
google-p12-pem,0.5224978708955156,0.04395291919479363
css-color-function,0.5224621531033133,0.07013897280534076
parse-entities,0.5223094789374689,0.16572316823437783
type-is,0.5220652468464146,0.4671178130990056
lodash,0.5219382967210895,0.22208017029982807
composer-runtime-hlfv1,0.5218101055469729,0.259297103279367
undertaker,0.5217531124880403,0.3618718043207308
common-path-prefix,0.5217430042102238,0.18132624871345068
raptor-stacktraces,0.521615605797749,1.0
mongodb-download,0.5215021992800248,0.24450873998582762
value-equal,0.5214267099682586,0.0432130012786988
md5.js,0.5213425849183709,0.08768430849463417
html-minifier,0.5213117229529582,0.055597888192207616
cfenv,0.5208213287223572,0.07315074903419012
wordwrapjs,0.5207395668810656,0.11835828681217553
resolve-path,0.5207235566624685,0.4671178130990056
only,0.5205623607380622,0.3064473961401713
azure-storage,0.5205234782237251,0.35910210881860916
browserify-transform-tools,0.5204402048641322,0.1325119752225416
browser-request,0.5201989237737595,0.10058787982994939
license-webpack-plugin,0.5201807051195699,0.4975200233786974
v8-compile-cache,0.5199663109725252,0.19124981468223212
fuzzaldrin,0.5198253760535753,0.16031794430418958
pixelsmith,0.5197367133783932,0.43449067821704873
rev-path,0.5195468830047049,0.05455617843094855
json2mq,0.5193444851372472,0.2794563328893536
connect-history-api-fallback,0.5193047047309668,0.04486309994008606
interpolate,0.5192608213107083,1.0
react-fuzzy,0.5191446972418925,0.17825911679076278
zeparser,0.5190397205434275,0.09825683336356106
listr-update-renderer,0.5190274055641125,0.22439838762671038
ember-cli-babel,0.518932439181784,0.07086882603022741
glob-expand,0.5187176389810704,0.4267856925747058
buffer-more-ints,0.5186080497911253,0.05756869086882426
kuler,0.5183542188641317,0.08384599843372456
shellsubstitute,0.5182387700011746,0.17210268411044882
postcss-selector-parser,0.5181081672517591,0.10937247326646883
karma-babel-preprocessor,0.5180647782258572,0.24191542795753834
zip-object,0.5180315622493427,0.036510770991258656
string-replace-loader,0.5179138414967204,0.38638333427906785
npm-git-info,0.5178885899730038,0.18717414434651158
awesome-typescript-loader,0.5177122732780115,0.2280261633196061
resolve-cwd,0.5175869917801675,0.14804290902017708
selfsigned,0.517501650687585,0.07999341115623514
new-from,0.5173975928404224,0.20514521082970505
gulp-task-listing,0.5173916664750393,0.76544990230497
grunt-protractor-runner,0.5171196321692011,0.4675107488715396
karma-source-map-support,0.5167344516228034,0.2903428877770073
postcss-font-variant,0.5165390096215564,0.12446937444398805
broccoli-writer,0.5164539493579716,0.09404365877012136
ipaddr.js,0.5164059322376566,0.054566770915534225
apache-crypt,0.5162017159558002,0.47128339646925294
wdio-dot-reporter,0.5161957407830466,0.12246241458736914
ycssmin,0.5161172730659773,0.5417363956071751
collect-json,0.5159545813731123,0.14529203733947804
karma-coverage-istanbul-reporter,0.515929699224427,0.11158229213993193
ember-cli-path-utils,0.5158834834081435,0.06579505771079108
rgb-hex,0.5158269265479161,0.12800796583809115
long-timeout,0.5156379494703823,0.20111646042576992
then-request,0.5155789183630566,0.13938026927208955
rai,0.5155076169307765,0.5891274811642125
d3-path,0.5154195836218662,0.10006593093150279
tslib,0.5152841396822875,0.10725419746303112
doiuse,0.5151148017745264,0.2034184656496143
node-ensure,0.5150288354225347,0.9467366935185771
ebnf-parser,0.5149756245154697,0.5153232437152265
composer-playground-api,0.5149188776888566,0.259297103279367
tap-out,0.5148156372244773,0.33063723127533035
atom-package-deps,0.5147015760854966,0.1528147524384642
strip-bom-buf,0.5141945241836501,0.131567816282072
gh-got,0.5140340812832289,0.14733279971083832
ember-cli-preprocess-registry,0.5139894206500616,0.04893906742453455
staged-git-files,0.5139762894567927,0.25561357675504826
md5-file,0.5139684578737655,0.1631558513518829
exists-stat,0.5138263280714321,1.0
eventlistener,0.5136839839939302,1.0
reduce-reducers,0.5135571460926379,0.19441300605539372
temp-write,0.5134894901813457,0.13780184998676479
sb-exec,0.5134887174413674,0.21474890744598937
date-utils,0.5134870301233495,0.2162370845286326
write-pkg,0.5132939388547392,0.10927054174561229
element-resize-detector,0.5132420935858026,0.6091334156305421
react-hot-api,0.5132414181917738,0.0725495421363968
loader-fs-cache,0.5131586814733913,0.0619914141122751
stack-parser,0.5130932002523761,1.0
continuable-cache,0.513051405027999,0.06840100515122752
reduce-flatten,0.5130355812482034,0.14529203733947804
point-geometry,0.5129733866826796,0.21267223971872098
merge-defaults,0.5128879152375325,0.054911832905740775
tslint-loader,0.5128527410096139,0.10890997178831452
inflation,0.5127916541185098,0.32346723493986146
table,0.5127367032106206,0.12434094252840289
win-spawn,0.5126681065252099,0.1591585681128818
methmeth,0.512609020655192,0.1047871565401866
is-relative-url,0.5125943143115743,0.1610385888634035
color-convert,0.5125419683640855,0.05524703020257993
npm-which,0.5123950261995107,0.13127230053937333
clean-base-url,0.5123799300971592,0.06579505771079108
gulp-typescript,0.512362283366169,0.18506527578135668
each-props,0.5123425117174717,0.16803053357533276
json-content-demux,0.5123221941977791,0.24237395035049136
lodash-compat,0.5122767537474464,0.02736901687624187
stack-utils,0.5118579267043579,0.06755483315150945
ref,0.5118228783471466,0.2045378257909559
trough,0.5113598766821807,0.12759308376156803
referrer-policy,0.5110980037762128,0.06584119076303417
biased-opener,0.5109299785796592,0.23491547886882647
color-string,0.5106752657964295,0.05524703020257993
ticky,0.5104784284457383,0.37062496316908816
object-tools,0.5103992925784591,0.14529203733947804
babel-preset-es2015-node,0.5103497896883349,0.13534823375063842
webpack-md5-hash,0.5102961788476458,0.26917885269871217
object-get,0.5100913159122076,0.14727710222766263
ember-cli-valid-component-name,0.5098687336118414,0.06579505771079108
gulp-nodemon,0.5097942801986242,0.22156662157225648
babel-plugin-react-docgen,0.5097059479866485,0.21113217738866988
speedometer,0.5096660742438235,0.05357076244569078
cfb,0.5094939257324173,0.23360991481318366
object-visit,0.5094190286913604,0.21712455425869182
xpath.js,0.5091834536263213,0.17480410359655807
comment-parser,0.5091715691032777,0.057781147021562805
machine,0.5091395423288348,0.27798387615835424
node-bitmap,0.5091003412910978,0.24645767135374577
broccoli-concat,0.5090732725712458,0.05586873352527565
cssmin,0.5090654173068309,0.44019938327624325
chromium-pickle-js,0.5090324473090105,0.1827410052564893
uue,0.5087349821702012,0.15276805364055146
de-indent,0.5086885226806306,0.0649387826982756
wiredep,0.5086143010143158,0.2080163927447132
events-light,0.5085880580980908,1.0
stack-chain,0.508227129546348,0.18637412743244608
uglifyjs-webpack-plugin,0.5080263059583978,0.14471778898413923
postcss-replace-overflow-wrap,0.5079984411558283,0.09244128069291216
event-kit,0.5079414548825335,0.07995702756706602
react-immutable-proptypes,0.5079060636479523,0.6817227669826469
simple-get,0.5078862593283453,0.13261528238820428
co-fs,0.5077340706849356,0.15594555970794324
call-matcher,0.5077267346663474,0.05217589957173141
ajv,0.5076569871205362,0.054883782508812304
color-diff,0.5075559988343815,0.05648400297336438
gulp-debug,0.507333821355584,0.07187950339451395
component-type,0.507164855358047,0.1534513564644741
cubic2quad,0.5070231394045683,0.3006788212095866
tree-sync,0.5070061430409075,0.08635189848328036
null-loader,0.5069494444426149,0.13124273830239447
time-zone,0.5069479339500882,0.05455617843094855
is-text-path,0.5067961247907601,0.131567816282072
ansi-wrap,0.5066331167459652,0.04920824030484053
byline,0.5065136634255885,0.21956860175281698
d3-time-format,0.5064027530533658,0.0967261351394353
add-dom-event-listener,0.5063501507311724,0.0982995601145592
is-descriptor,0.5063341365834252,0.049304671646948774
p-throttler,0.5061593559507553,0.036643464977507326
event-target-shim,0.5061308951216306,0.15719351559353867
fs-write-stream-atomic,0.5059047520862564,0.28405201666922486
ast-transform,0.5058052176469847,1.0
babel-preset-fbjs,0.5054108207531957,0.14230451628065227
pkg-config,0.5053814595296543,0.0505569085330861
npm-install-package,0.5052056839494572,0.08660970017576228
deprecated-decorator,0.505068412029364,1.0
co-child-process,0.5049738855702327,0.09375214387784804
atoa,0.5048642272670222,0.37062496316908816
isbinaryfile,0.5047812171691283,0.03791959950852042
check-error,0.504718190522749,0.03897629964801102
text-extensions,0.5047169512807739,0.1454038223828081
cordova-plugin-whitelist,0.5046980537626796,0.20575899436682907
backoff,0.5046853007472634,0.06551630485852487
svg-tags,0.5046294479313984,0.03735201641452791
read-cache,0.5045765556057449,0.04468431958083809
cpr,0.5044562865550626,0.3395856575102595
lodash.keys,0.5043502490486944,0.22208017029982807
d3-zoom,0.5043217813978741,0.27880474297549573
pixrem,0.5042896751783551,0.08625329662519857
babel-preset-bluebird,0.504207943200858,0.21556965745824522
coffeelint,0.5040180438552235,0.33569943896713034
npm-run-all,0.5039691527948761,0.29654869327859223
autoprefixer-core,0.5039534215337204,0.03456640082940679
is-generator-fn,0.5037703986570491,0.131567816282072
body,0.5036920308077913,0.21226563956953254
npm-path,0.5030973474695469,0.07136500088753357
mocha-junit-reporter,0.5030633725168798,0.17923549695872396
wrench,0.5030281711688275,0.05709826332999349
expand-template,0.5029342761173061,0.06227950673232232
abstract-leveldown,0.5028002584896047,0.04342964344568487
broccoli-config-replace,0.5027915592401606,0.05496224015378082
art,0.5027303478788986,0.2704462239368131
bin-pack,0.5026990062859517,0.10994076672445449
unicode,0.5026752525039182,0.07108203759601828
autobind-decorator,0.5026685313140001,0.3485482481021711
stack-generator,0.5024811769694587,0.15777203029073583
bops,0.5023678171253465,0.08198371853098856
accepts,0.5023009691332979,0.329829727292099
connect-flash,0.5022857588114912,0.19785690397946618
date-format,0.5022599758820685,0.23402608714766954
generic-names,0.5022502662073299,0.22149622692460946
arr-exclude,0.502216204790347,0.13116455497103455
mongodb-prebuilt,0.5020454050842093,0.20462816808276307
react-timer-mixin,0.5020213528316809,0.14665980420689437
js2xmlparser2,0.5020143212197989,0.22593024377411008
postcss-resolve-nested-selector,0.5019170756598711,0.03304614726862845
address,0.5017181519430668,0.22498760783420993
es6-promisify,0.5015089095609487,0.2729349246737699
calculate-cache-key-for-tree,0.5015061389146119,0.5768212668983563
smart-extend,0.5014820567864742,0.05617929393668542
lodash.isarray,0.5014091307001262,0.22208017029982807
lodash.assign,0.5013124356547727,0.22208017029982807
catbox,0.501307672811978,0.12807161759571856
rocambole-whitespace,0.5012864018125442,1.0
noop-logger,0.5011771226764349,0.054347407847977244
http-response-object,0.5011641162841156,0.060409273211821414
promised-io,0.5009775755854876,0.32695855024027637
lodash.isarguments,0.5009346894207964,0.22208017029982807
ember-cli-test-info,0.5009302564983709,0.04893906742453455
listr-verbose-renderer,0.5009281165450106,0.134905950339393
rollup-pluginutils,0.5008988015722043,0.05176777915586894
multicast-dns-service-types,0.500833714274313,0.03944946034887709
single-line-log,0.5008181133083877,0.0642678459452823
x-is-array,0.5007763789010257,1.0
to-object-path,0.5006960311003629,0.04920824030484053
sortobject,0.5006623236467473,0.06530196886340339
agentkeepalive,0.5006374050882065,0.18601499631101495
stacktrace-gps,0.500548811693369,0.19506890576219169
is-deflate,0.5005000744034951,0.05013392610366761
get-pkg-repo,0.5004552053543442,0.12030458228075695
lodash._getnative,0.5004101220981511,0.22208017029982807
aliasify,0.5003540418373479,0.12195589481303393
nocache,0.5002197908118587,0.05478856463274737
sw-toolbox,0.5000510244308805,0.4633681819622273
strong-data-uri,0.500002049934072,0.16084881732534426
ava-init,0.4998713322495609,0.14035630528730428
dns-txt,0.4998557268875687,0.05013392610366761
co-from-stream,0.49982218015525076,0.040097136179972986
gulp-jscs,0.4998207723534339,0.3468561866651036
karma-script-launcher,0.4998070948233065,0.2704019362867884
sudo-block,0.49980188844095974,0.1777281826232369
rocambole-node,0.4997245116326106,1.0
react-infinity-menu,0.49963217795416276,0.05834714011148952
is-builtin-module,0.49963089532754545,0.03447758951559618
omggif,0.49958604487135166,0.507254322537802
karma-browserify,0.49950198424023695,0.17350893301511106
vue-template-es2015-compiler,0.4994218781700315,0.10359359771828221
d3-polygon,0.49940590762596687,0.16137382520437793
lodash._basecopy,0.4994043351312476,0.22208017029982807
karma-html2js-preprocessor,0.4992599183663076,0.1958971441967777
linklocal,0.49922257142069854,0.08813775743088972
ember-router-generator,0.49915803916562695,0.0599480976335114
node-zopfli,0.49891884624806826,0.07777845606696024
lodash._isiterateecall,0.4988989292263151,0.22208017029982807
union,0.4985507228240235,0.051252231797571914
pagerank,0.4985071687842625,0.0771258515154393
qunit-notifications,0.49842194696273856,0.24493535600984162
jison-lex,0.4984100324491271,0.36048501117873116
d3-collection,0.4983333267141352,0.048527382795296434
unist-util-stringify-position,0.4982344084345396,0.07074561413598934
builtin-modules,0.49809013419151166,0.0387646322937266
argv,0.4980691015984751,0.06000371254075625
cordova-plugin-console,0.49767287477121885,0.24354437317553343
humanize-ms,0.49767221850670096,0.4750143764698511
gulp-livereload,0.4976707753729267,0.17107041088503339
co-read,0.4975489786398932,0.047228042250748246
gulp-tslint,0.497375814998912,0.1589337569677984
gherkin,0.4973723905423409,0.07118951031177842
functional-red-black-tree,0.4973621014154793,0.069516240118766
spawn-command,0.49721772875091413,0.052343815402742355
envconf,0.49709800892848804,0.7573917059038398
strftime,0.4969440284678593,0.3213983033433241
markdown-it-terminal,0.4969334631043471,0.036375465474776596
named-js-regexp,0.49681434666726526,0.5194515688525436
gulp-ng-annotate,0.49679806244752567,0.08043816834208424
nugget,0.4967854505420337,0.062341555837125334
harmony-reflect,0.49653760531680396,0.15559122295377828
chalk,0.4963984340466304,0.0501368908788541
unbzip2-stream,0.496381861554625,0.17906753539934955
errs,0.49622823648716746,0.17898006484965578
es3ify,0.4961547088930029,0.08967503357787426
lodash.template,0.49612822314327915,0.22208017029982807
postcss-apply,0.4961085460967576,0.11537675614484516
crossvent,0.49608735082746974,0.510371486064515
stream-to-array,0.49603751685185526,0.05638371833158825
ttf2eot,0.4960101451518893,0.22074012220688033
lodash.templatesettings,0.4959736209880413,0.22208017029982807
snyk-recursive-readdir,0.4958664963703374,0.34537010407504687
simplesmtp,0.49575691793006094,0.4697661846723702
universal-analytics,0.49569762892679087,0.16956073896166948
grunt-karma,0.49536603933350704,0.04885907772332382
fobject,0.4953144333171304,0.04507890342908177
raptor-util,0.49511480632992405,0.13791684171966045
regex-not,0.4950770826529785,0.09105272360445364
math-expression-evaluator,0.49506100032076655,0.21563120529542887
node-sass,0.49504730827794274,0.047477785460314816
postcss-flexbugs-fixes,0.4950020841831204,0.2825320397166066
bitsyntax,0.4947972683854737,0.08775268944593599
lodash._reinterpolate,0.4946864392516194,0.22208017029982807
request-promise-native,0.4944816329604485,0.36567998281943664
property-accessors,0.4944585792528497,0.06199354666456248
lodash.restparam,0.4943875510628491,0.22208017029982807
git-remote-origin-url,0.49437807158076563,0.1290792110292476
ministyle,0.49436223197255147,1.0
broccoli-file-creator,0.4942172946526374,0.11181515576013486
resolve-url-loader,0.4941041835516417,0.08864576162813088
waterline-sequel,0.49408889079034096,0.34179595121396705
react-prop-types-element-of-type,0.4939531870928576,0.9720408309415726
lodash.clonedeep,0.49392399169861073,0.22208017029982807
connect-logger,0.49390222060091465,0.14495429686405656
passport-oauth2,0.4938599475953313,0.11601315545015677
d3-color,0.49381133442007186,0.08900546325041768
emissary,0.4938036461539046,0.06443408761685938
serviceworker-cache-polyfill,0.49368764948159166,0.14418225203405957
ember-cli-htmlbars,0.49364445319419004,0.0641374532673509
expand-home-dir,0.4936067401381837,0.562165569016487
azure-arm-resource,0.4935132128785748,0.9718163758331134
rocambole-indent,0.49351169662639544,1.0
character-entities-legacy,0.49349315397632365,0.054620427127777045
dom-align,0.4934599122436809,0.20531195971841232
ember-cli-inject-live-reload,0.49337507698500754,0.0641374532673509
require-precompiled,0.49336710347689716,0.09503009022522274
character-reference-invalid,0.4932572304787993,0.054620427127777045
arguejs,0.4932059554011235,0.21315717981837434
connection-parse,0.49317913163566307,0.13329129777923454
lodash.escape,0.4930708171722665,0.22208017029982807
ember-cli-dependency-checker,0.4930298625023535,0.06579505771079108
flexbuffer,0.49289428544227604,0.11107579900377457
is-wsl,0.4927076111726493,0.1610385888634035
lodash.defaults,0.49265589782575275,0.22208017029982807
table-layout,0.4925682200524758,0.09133167378494268
karma-coffee-preprocessor,0.4924180112652285,0.1632714573907336
taketalk,0.49239868116573987,0.13852486230701108
eslint-friendly-formatter,0.4923112795262429,0.35956484836325237
lodash._baseassign,0.49218739818270885,0.22208017029982807
broccoli-config-loader,0.4918241615078441,0.06207615323112193
deconstruct-number-format,0.49177448690811587,1.0
is-type,0.4917393393444432,0.040097136179972986
p-pipe,0.49151431941370144,0.13137863133176986
is-hexadecimal,0.4914796013555905,0.054620427127777045
listify,0.49146667384324816,0.03462269650127073
statsd-client,0.49143212700586664,0.28135324053668936
cordova-common,0.4914223870791781,0.23811258923571613
express-unless,0.49138378761736545,0.16389187965801222
extended,0.4913538095830624,0.20108069173919324
node-rest-client,0.49131458734807054,0.285978849385166
vasync,0.4910555958970953,0.09772319273480455
mongodb-uri,0.490950260928123,1.0
grunt-autoprefixer,0.49082594998005497,0.34883777576656483
lodash.isplainobject,0.4908243373817444,0.22208017029982807
character-entities,0.4907242105567441,0.054620427127777045
memory-cache,0.4907164379028577,0.23422732472765873
accounting,0.49069192284739443,1.0
trim-trailing-lines,0.49058244878500784,0.054620427127777045
posix-getopt,0.4903392359148774,0.1971263678792976
inflected,0.49030285182328864,0.9037592318918558
good-squeeze,0.49028955903233995,0.5128439359832723
promise-each,0.4901539933300051,0.06510689062705648
is-alphabetical,0.49013847510159014,0.054620427127777045
call-signature,0.49007194061423914,0.06003195365650585
webpack-notifier,0.4900630100320347,0.32577008010541886
gcs-resumable-upload,0.49000041186509097,0.1094898257537071
color-support,0.48999225379783967,0.0678317300832895
character-entities-html4,0.4899327933030953,0.054620427127777045
passport-http,0.48991924117434565,0.4151507907421073
realize-package-specifier,0.48990189069091417,0.28847569037068294
space-pen,0.4897589277026371,0.14551466649555406
is-decimal,0.48968506511288673,0.054620427127777045
netrc,0.48965133948589923,0.07136559993704884
ansi-red,0.4896027904445632,0.04920824030484053
fn-name,0.48954848777818083,0.07138677085737365
pretty-data,0.4894731466234121,0.4141682242080258
lodash._root,0.4893953754624204,0.22208017029982807
wgxpath,0.4893214373753546,0.053865964991294146
bail,0.4891771106332331,0.054620427127777045
composer-playground,0.4890856422056298,0.259297103279367
taskgroup,0.4890537777601176,0.06530196886340339
