pkg_name,avg_issue_till_closed,avg_pr_till_closed,avg_issue_open_time,avg_pr_open_time
lodash._createset,2.81,27.85,10907.83,7964.37
xpipe,,,,
appium-uiautomator2-driver,109.02,15.64,8181.39,105.03
dbug,50771.61,20.05,106094.13,47542.66
mockdate,3217.66,634.36,46752.17,38956.77
array-findindex-polyfill,855.17,,,
process-es6,,,62828.68,64526.67
electron-packager,71.69,112.61,21489.63,16614.64
grunt-html2js,4332.95,1114.28,23665.29,18051.25
username-sync,1.65,76.22,72575.54,23016.93
grunt-nodemon,58.35,75.42,83836.94,58649.08
buffer-es6,189.47,,54832.19,54792.26
parse-git-config,156.81,258.23,39523.34,5335.56
commonmark-react-renderer,585.53,42.13,76940.79,47865.53
transform-loader,13279.54,20.63,75010.10,51088.34
strong-globalize,4009.73,32.48,60740.20,3349.37
react-icons,3040.39,1023.41,31263.71,15099.57
inflected,17.31,1933.86,45118.31,40239.54
plugin-error,34.51,113.47,64581.36,
raptor-promises,21.76,,,
parse-import,106.89,27.92,,
winston-loggly,713.22,455.04,87545.15,67172.90
longjohn,5474.48,484.83,89392.03,52340.02
is-html,3.26,0.99,,
loopback-phase,15644.69,31.22,,
char-props,,,,
appium-uiautomator2-server,308.15,19.72,44221.01,66.43
success-symbol,,,,
recharts,3733.09,10.64,27764.38,60.07
utcstring,,,,
get-own-enumerable-property-symbols,708.77,2.16,,24902.35
simple-git,330.10,36.04,40370.54,3515.38
appium-youiengine-driver,3445.79,143.07,40790.58,23245.90
sails.io.js-dist,1516.72,3353.37,37719.08,25947.33
jsonlint-lines,929.13,1635.39,73230.03,71694.82
get-package-info,2496.57,15.46,70452.48,72968.67
power-assert-renderer-file,1975.72,16.51,83504.82,59953.59
power-assert-renderer-comparison,1975.72,16.51,83504.83,59953.59
gulp-ttf2woff,15287.89,22028.25,,
store,918.27,889.67,70886.85,45333.96
vfile-sort,,10.45,,
appium-windows-driver,280.49,14.57,16076.72,
gulp-svg2ttf,17628.18,21864.73,,
toastr,865.55,311.37,61542.40,54647.64
has-own,,15822.68,,
waterline,,110.71,,67538.11
lodash.flattendeep,2.81,27.85,10908.00,7964.53
urllib,1986.11,78.28,10107.68,1339.70
looper,,,,
pouchdb,832.83,37.41,16430.92,13866.40
mocha-lcov-reporter,548.12,11654.51,,
ms-rest,2396.86,47.43,,
raptor-strings,,,,
nativescript,728.87,17.92,54913.93,14499.37
gulp-svgicons2svgfont,51.19,10863.72,55248.17,2258.02
@types/babel-template,,,,
gulp-ttf2eot,13952.17,22034.81,,
code-excerpt,115.19,81.94,,
equal-length,,,,
gulp-ignore,739.39,505.42,100608.81,
preprocess,3412.72,1941.74,85631.15,80766.60
step,4119.11,3040.96,117959.39,113845.22
power-assert-context-reducer-ast,1975.72,16.51,83505.08,59953.85
convert-to-spaces,,,,
csscolorparser,4.32,10.63,,59340.58
browser-sync-webpack-plugin,1698.81,843.55,60950.43,21098.06
localforage-cordovasqlitedriver,65.75,98.88,46277.87,33627.28
wiredep-cli,7554.52,,80623.92,
prettydiff,313.12,2.81,55598.73,
try-json-parse,,38.41,,41917.89
csswring,18.36,9.90,92604.67,
coffeeify,1929.74,660.03,,43517.71
graphql-tools,1747.29,4.59,23319.39,16937.53
pngjs-nozlib,1572.94,238.96,41557.57,18446.26
create-react-app,,,,
find-java-home,405.10,78.02,44038.01,12238.89
@types/babel-core,,,,
cucumber-html,27192.00,4379.36,,
mysql2,332.04,13.08,40899.33,28940.49
docopt,,13.33,,
grunt-express-server,393.66,588.66,91525.22,93826.36
sqwish,16867.12,164.76,106695.89,104865.90
imagesloaded,920.11,2496.39,59084.82,
babel-plugin-debug-macros,277.27,2.53,74421.62,56315.79
g11n-pipeline,484.87,42.00,68098.37,45973.07
jasmine-terminal-reporter,389.95,25.98,90889.15,
sifter,2436.30,306.16,73998.62,70130.24
kue,747.49,773.28,77077.55,69816.43
rework-import,89.59,19.09,63259.77,44995.12
crc32,,291.05,94068.60,
postman-request,,141.78,,
newman,823.75,104.80,30852.35,28467.09
async.util.noop,,0.47,,
almost-equal,23098.54,16187.07,,
ansi-green,,,60288.72,
angular2-jwt,5697.03,573.93,10772.34,10653.66
merge-trees,0.05,4003.90,63896.47,23023.29
raptor-json,,,,
connect-modrewrite,38.38,4.95,78618.52,
split-ca,,12345.61,,
picturefill,1455.37,283.06,28392.41,
bootstrap-daterangepicker,,594.81,,43023.95
browser-refresh-client,,,78039.91,
raptor-regexp,,,,17631.75
denque,698.16,14.41,23746.80,20023.85
supertest-as-promised,34.13,238.79,,
karma-phantomjs-shim,5220.99,117.58,84887.69,70729.61
gulp-concat-css,177.70,71.54,89090.00,76223.77
graphviz,3989.81,1670.76,42060.50,69749.90
import-regex,,8950.74,59040.82,69954.38
good-squeeze,47.14,10.44,,
meteor-node-stubs,,,,
css-modules-loader-core,1890.11,2490.18,77061.39,89811.58
eslint-plugin-filenames,707.06,372.31,57797.34,50172.07
named-js-regexp,39.37,1.48,,
to-camel-case,12.88,47286.26,,
async.util.restparam,,0.47,,
array-last,41.61,151.71,49292.43,64928.47
async.util.isarray,,0.47,,
jsonlint-lines-primitives,929.13,1635.39,73230.60,71695.38
sequence,,0.02,,
vuvuzela,21886.05,10949.79,,
async.util.onlyonce,,0.47,,
yaml-front-matter,6276.70,7134.67,39175.47,35324.53
browser-split,,0.23,,
loopback-boot,11246.98,112.73,,
postcss-cli,181.39,121.81,36022.19,9200.59
tap-spec,4131.82,4046.42,62265.10,43525.66
async.util.setimmediate,,0.47,,
wdio-mocha-framework,7.59,11.56,64223.20,66884.84
video.js,779.99,133.46,33743.25,16489.16
array-tools,1059.07,1.08,,
object.reduce,1763.42,,,
babel-plugin-minify-builtins,371.33,27.14,64559.16,43098.33
script-ext-html-webpack-plugin,2048.43,1025.68,44831.68,17447.94
binary-search,6.32,11.80,49651.82,63653.30
raptor-async,,33.66,,17631.90
dockerode,4968.85,106.36,11303.82,7186.91
bookshelf,1688.25,70.60,73564.28,32704.28
eslint-config-prettier,37.83,7.06,9259.42,1861.86
grunt-google-cdn,549.28,592.99,92384.92,92423.38
postcss-image-set-polyfill,399.88,312.34,59747.49,46602.53
request-ip,897.34,1481.48,26614.72,22969.68
app-root-dir,,0.95,69836.18,
console-polyfill,221.59,78.58,,
gl-matrix,1438.19,78.62,55379.97,37342.56
gulp-file,5152.58,46.58,77685.69,55932.09
postman-collection,1631.81,87.57,34052.79,9248.03
gulp-clone,54.30,53.97,90376.32,23355.64
right-pad,,0.02,,
dirty-chai,3290.19,679.85,51598.80,48661.07
ngrok,532.85,60.43,33455.15,24021.57
json-buffer,9402.11,7.18,62149.28,70092.93
async.util.ensureasync,,0.47,,
async.util.arrayeach,,0.47,,
gulp-webserver,176.01,66.24,87867.43,76095.61
string-tools,,,,
appium-atoms,,1052.33,,
inline-style-prefix-all,,111.46,,
async.util.map,,0.47,,
kdbush,2563.99,8.64,38025.29,2324.27
async.util.queue,,0.47,,
async.queue,1344.29,358.83,10758.11,672.83
memorystream,2049.79,5407.68,84025.91,
recharts-scale,3056.57,7619.40,39424.03,4993.30
bootstrap-loader,778.43,141.73,25775.00,48955.19
pull-stream,1662.14,132.20,72460.11,61635.88
async.ensureasync,1344.29,358.83,10758.13,672.85
papaparse,211.70,116.21,43258.51,28571.67
atom-utils,29.54,,97228.32,59562.41
electron-prebuilt,1014.56,207.12,59850.30,
outlayer,2756.37,2746.54,77968.81,77039.20
react-split-pane,458.11,199.36,58964.99,38998.73
react-sticky,3081.01,642.23,63172.15,42673.26
node-redis-warlock,11440.78,15999.13,71771.87,28922.42
react-css-modules,,84.33,,64686.98
unique-slug,27448.48,149.27,,
@types/hammerjs,,,,
pofile,926.27,5.33,66130.55,21360.50
railroad-diagrams,971.81,35.83,43574.41,35437.17
google-cdn,794.67,1279.61,77400.93,40757.38
reduce,137.88,11.34,,
mktmpdir,,,,64628.02
gulp.spritesmith,5.41,6.55,59860.61,
uproxy-networking,,30.44,,
react-markdown,384.41,140.31,,4874.05
azure-common,2396.86,47.43,,
minifyify,463.28,32.24,90383.10,42794.65
babili,371.33,27.14,64559.38,43098.56
word-count,256.77,3920.59,,
react-smooth,2388.00,1128.87,50594.12,1726.13
stylelint-scss,895.67,107.89,41129.16,7480.31
passport-jwt,1825.01,1492.27,35026.78,35050.44
mdast-util-to-string,809.48,11.60,,
seekout,,0.17,84797.37,
skatejs,400.08,34.30,61080.64,47360.90
ms-rest-azure,2396.86,47.43,,
three,,,,
write-stream,,,81034.67,
browserify-istanbul,1494.04,189.37,84554.59,74973.26
connect-query,,,,
detect-port-alt,2216.85,0.54,6933.86,
convict,1247.73,161.41,56227.45,34991.86
postman-collection-transformer,5008.46,273.40,51921.53,14652.55
stylelint-order,676.26,145.19,7738.84,28170.95
simple-sha1,1.78,1.69,39426.02,
eslint-watch,559.18,34.99,23286.84,24971.44
superstatic,371.10,138.44,70508.84,14846.45
dustjs-linkedin,469.01,102.28,79350.02,80642.98
bless,1962.39,2153.88,94693.48,89767.91
lab,294.60,14.85,24306.38,
popper.js,95.92,17.80,7030.32,7035.31
level-write-stream,,0.91,87360.17,
geojson-vt,17.72,18.94,44684.13,35715.80
foundation-sites,,,,
firebase-admin,157.86,67.96,19345.22,18171.95
email-templates,884.44,422.51,9972.97,2813.70
supercluster,156.57,124.59,34570.99,28105.64
@types/highlight.js,525.52,134.45,22744.50,4491.20
socket.io-redis,1770.06,637.01,15334.12,16610.80
reactify,294.51,2801.26,59951.29,53227.86
vscode-jsonrpc,209.87,39.90,20034.23,7056.14
grunt-jsdoc,517.53,174.45,80531.53,36772.81
adal-node,467.51,100.63,14415.22,5153.98
end-stream,,,,
dag-map,5386.26,2326.17,41007.07,41907.41
property-handlers,,1.08,,
fs-then-native,,0.03,,
masonry-layout,291.99,3222.15,41061.89,40842.41
dedupe,2996.11,232.93,,15134.50
public-address,21.62,,,
fast-url-parser,454.74,10.50,18621.48,74901.80
amqp,1202.42,949.92,102451.91,69053.68
unassert,22.44,2.97,48397.19,23975.22
lazy-ass,93.41,68.60,72475.75,
grunt-rev,105.27,60388.52,103750.48,102557.45
calculate-cache-key-for-tree,,321.93,34894.79,29603.05
sails,13562.65,204.13,52182.58,51580.96
node-redis-scripty,1.59,5809.46,55704.17,72550.21
json-server,274.06,525.97,57700.56,40977.02
is-module,35.43,6585.07,57209.71,38303.41
binary-search-bounds,0.09,6277.59,56442.17,35728.42
node-zookeeper-client,85.43,754.98,70459.89,70483.55
ngtemplate-loader,645.12,1392.98,68908.50,69981.91
es6-object-assign,14774.53,9.51,,
unassertify,12.35,26.48,70421.93,25398.42
mapbox-gl,,,,
x-is-array,0.42,,19500.25,
eslint-plugin-ava,846.14,103.76,60435.02,40167.03
dragula,2207.48,172.01,61631.90,71886.26
is_js,3289.50,1071.56,56947.35,54810.45
@types/debug,,,,
loopback-connector-remote,8760.07,24.54,83369.48,
directmail,1.96,10.71,,
geojson-rewind,9263.07,439.90,46415.60,37587.86
sugar,971.04,1108.15,64851.31,50205.04
xml2json,788.17,259.59,69612.42,54146.70
unique-filename,30696.68,58.16,61073.61,
heimdalljs-graph,6296.53,27.05,78014.17,58672.07
config-master,15.94,20550.67,,
hbs,425.45,351.02,76571.70,2128.22
npm-run,639.73,237.42,70261.77,69725.13
chunk-manifest-webpack-plugin,2657.21,1709.87,74478.89,57605.70
express-generator,221.63,939.92,57988.54,32921.58
connect-slashes,401.31,69.49,21628.59,23622.41
conventional-changelog-cli,831.13,405.62,44099.22,23889.26
virtual-dom,303.85,90.98,88097.33,86666.43
default-user-agent,2280.49,2280.19,,45523.78
fs-utils,4375.60,13.15,84126.51,65728.67
karma-chai-sinon,115.35,11072.96,89199.37,
jquery.scrollto,1313.10,360.40,,
ng2-translate,16845.14,1286.58,46284.33,2930.12
breakpoint-sass,640.00,245.82,83033.98,34015.80
eslint-plugin-jest,645.78,17.48,25225.30,269.10
@types/qs,,,,
array-initial,22.09,0.24,,46846.62
jslint,2761.57,1102.24,86199.24,41879.56
lodash-deep,1738.33,411.72,84884.36,81084.58
reqwest,1191.87,252.03,91535.97,90693.64
xml-encryption,8750.24,594.84,63828.02,36991.82
vt-pbf,39.35,14.26,69850.56,
lodash._basereduce,2.81,27.85,10909.46,7966.00
ev-store,,889.40,13227.64,
grunt-contrib-csslint,467.96,686.77,81111.17,
waterline-schema,,6.57,,83338.23
ldap-filter,,27.51,,
blueimp-tmpl,10.38,333.97,52677.59,
buffer-builder,,17.64,,
reds,723.99,38.66,73195.19,86946.85
microplugin,,0.11,39853.20,64823.45
reduce-unique,,,,
reduce-without,,,,
chai-immutable,4451.12,73.44,68900.70,26795.35
reflux,1398.92,168.12,78489.60,59046.20
grunt-contrib-jst,1970.30,54.81,99773.40,62999.53
grunt-mocha-istanbul,526.35,45.03,63222.60,
antd,,,,
complain,13561.23,6025.39,78595.08,39785.48
canonical-json,26275.66,31935.02,74737.29,412.40
angular-local-storage,1548.82,151.04,84931.64,92073.13
jayson,173.91,177.67,,
cookies-js,396.95,147.55,70718.63,62210.15
gatsby,,,,
react-dates,161.23,95.61,61040.75,53379.91
xunit-file,7801.65,202.25,88457.56,38936.90
react-document-title,688.54,160.91,70339.21,69812.02
csvtojson,2382.38,118.71,46388.55,33857.75
@types/winston,2598.92,572.78,52658.51,29845.73
deep-strict-equal,,0.07,,
stream-serializer,,2.53,,
fontfaceobserver,1761.00,754.46,55947.49,47750.04
chrome-devtools-frontend,,2092.32,,
jsdoc-to-markdown,195.75,10.66,49282.03,
s3-upload-stream,112.23,23.14,75512.65,82262.45
babel-plugin-transform-jscript,,,,
grunt-ts,465.43,92.96,91266.65,37100.40
tiny-queue,112.02,,,
bind-obj-methods,266.81,38814.03,,25246.44
object-unfreeze,252.43,6.97,,
ionic-native,1660.06,104.05,13431.47,1716.76
iltorb,102.44,43.64,48795.82,
css-vendor,332.68,34.86,43466.14,36853.02
yapool,,,,24729.25
grunt-connect-proxy,721.90,549.18,93261.44,88353.47
trivial-deferred,,881.39,,
own-or,,,72559.15,
own-or-env,244.21,244.18,,
sort-array,2122.77,22.04,37174.42,
cheerio-select,458.97,1.05,,2277.46
ember-disable-proxy-controllers,24.24,3506.01,,41239.98
function-loop,,,71637.29,23660.39
fs-exists-cached,,,54179.29,
gulp-replace-task,13337.65,33543.19,,
jquery.cookie,39.16,605.41,,
murmurhash-js,,16.49,,
collection-map,7651.46,84.04,,
ember-basic-dropdown,2754.32,36.50,58780.56,19357.49
fuzzaldrin-plus,249.21,161.42,77451.48,71387.39
gulp-install,2174.72,1190.32,70461.05,76733.09
duplex,,11.30,90016.87,
npm-shrinkwrap,66.98,18.45,92645.42,79577.25
glslify,2799.16,31.25,73287.69,50070.54
loopback-swagger,3502.43,89.30,,
@types/log4js,2360.03,67.00,39101.11,38177.54
array-indexofobject,,,62445.54,
@types/orchestrator,,,,
expand-home-dir,,,,76317.08
date-arithmetic,3932.40,50.25,57574.24,
node-zip,1473.42,361.03,71183.71,74308.71
gulp-json-editor,9582.50,26.61,16149.13,
lazy.js,2762.59,2242.61,98539.52,66631.63
interpolate,843.68,,54443.48,
good-console,89.50,46.04,,
mongodb-uri,6703.53,7.81,27917.95,27377.87
imap,76.62,203.28,57466.76,64304.42
@types/minimist,,,,
firebase-tools,202.96,43.93,23387.42,11350.74
@ionic-native/core,1660.06,104.05,13431.72,1717.02
selectize,18912.93,1029.30,49290.42,1424.45
node-ensure,27.19,,,
amdetective,524.10,400.93,,
postman-runtime,,84.32,,18287.22
jsdoc-api,14405.81,4691.59,,
lodash.max,2.81,27.85,10910.05,7966.59
gulp-chmod,2767.11,524.50,,
glslify-bundle,,345.92,68522.85,71748.50
react-native-tab-view,,,,
reduce-extract,,,,
papi,510.70,9.76,,
mux-demux,1555.66,7.42,110077.66,92300.06
@ng-bootstrap/ng-bootstrap,200.13,62.15,42682.69,33634.72
dev-null,6015.61,19.77,53306.35,
@types/karma,,,,
dmd,1205.29,61.68,62859.26,11422.32
temp-path,,,,
form-data-to-object,,1.25,62458.07,
redux-promise-middleware,125.10,66.10,,
interact.js,962.74,258.59,24638.66,17351.37
union-find,0.63,17343.50,,
currency-symbol-map,2139.62,964.04,30537.32,34743.99
lodash.isundefined,2.81,27.85,10910.22,7966.76
sitemap,886.66,25.16,31142.34,16125.31
backbone.marionette,614.73,67.48,78882.00,44312.59
fs-extra-p,201.92,29.61,11126.02,50015.99
gcloud,255.77,48.69,19548.34,67.27
ember-cli-mirage,2335.73,82.21,41841.30,22846.94
enzyme-matchers,582.79,24.89,53681.54,41306.81
ava-files,644.89,747.42,,
bash-color,56.18,46.36,,
object-to-spawn-args,,,80357.80,
grid-index,,3065.82,58881.25,50609.79
postcss-smart-import,,210.92,,
jsdoc-parse,488.65,11648.49,41555.61,
react-resize-detector,485.52,128.99,5362.39,
react-responsive,195.99,32.49,14076.59,
jsdoc-75lb,,,,
indent,,43.19,,
cache-point,,,,
unist-util-position,249.91,13.22,,
slugify,925.76,88.20,34341.51,32515.03
simplicial-complex,3.92,8.44,,8930.16
react-relay,743.49,74.33,34590.69,19415.20
dot-object,9132.34,1398.18,47086.78,35214.00
lodash.trim,2.81,27.85,10910.42,7966.96
transform-filter,,,,
node-phantom-simple,589.45,201.81,83387.00,81097.52
grunt-string-replace,1208.45,70.71,,
aphrodite,240.64,207.66,68453.80,64692.50
grunt-notify,255.92,885.58,96518.62,96908.39
msgpack-stream,11697.58,25.64,108399.73,
node-watch,1211.46,12.74,40705.25,
serialize-error,1383.38,38.57,32830.01,
async-validator,2207.98,396.36,50866.38,10939.96
sse,55.28,3244.21,85380.82,69537.43
live-server,591.12,477.35,55090.25,54134.67
lodash.trimend,2.81,27.85,10910.48,7967.02
didyoumean,60.74,1130.64,41736.83,
hooks,22137.60,363.11,89426.74,102060.51
sorted-array-functions,1.18,1187.66,51032.28,50209.08
web-animations-js,757.20,155.70,67216.07,72448.35
random-seed,1.65,947.22,73804.91,
datatables.net,,4000.85,,
join-path,19.61,19.54,32594.11,
ember-maybe-import-regenerator,15154.74,1133.64,,30119.16
azure-keyvault,2396.86,47.43,,
serialport,1100.70,44.54,33890.31,4537.19
async-writer,289.24,443.43,64239.60,67910.39
jade-loader,1257.67,2689.70,66731.94,39146.65
pdfkit,3433.01,1096.39,48464.26,34225.63
mock-fs,1223.57,196.81,51840.63,14759.14
eslint-plugin-prettier,323.06,194.30,15680.94,1203.94
htmlprocessor,1343.42,779.72,,6863.00
serialised-error,2265.72,10685.67,61996.86,45539.06
co-request,234.15,68.39,86514.80,
mqtt-connection,199.66,266.88,63212.90,34393.76
req-all,1358.09,173.82,,
ts-jest,218.40,6.65,23520.26,14295.58
node-mocks-http,2042.91,388.58,,6916.78
svg-url-loader,1965.74,2.93,41301.02,39093.42
what-input,296.98,8.80,51438.90,22553.53
ember-sinon,442.93,1521.49,,50656.31
highland,119.82,92.77,86263.45,73443.91
coffee-fmt,973.16,5.25,92372.58,75864.48
reduplexer,,,98995.12,
browser-sync-spa,2786.03,476.30,85016.55,
recursive-readdir-sync,,318.74,62382.60,41721.76
deep-equal-ident,394.60,17.90,89269.61,
seedrandom,728.86,657.22,33472.62,20119.26
creditcards-info,,,,52516.73
csproj2ts,1100.14,8.45,94165.68,
raptor-stacktraces,,,,
babel-preset-airbnb,887.34,17.20,,52063.44
karma-ng-scenario,1055.06,1871.37,102135.32,77174.26
pug-beautify,646.35,28.14,65580.37,32682.66
gsap,252.75,382.33,6542.12,11838.47
nash,689.18,3467.73,,33690.84
@types/yargs,,,,
karma-remap-coverage,2838.10,48.84,74015.08,
babel-plugin-react-require,94.93,7221.49,,
c3,1358.96,257.51,77957.91,78105.15
md5,662.08,1154.65,22644.07,25668.96
power-assert,307.18,87.65,61588.26,32203.90
verbalize,,1753.39,85489.02,53206.59
glob-slasher,0.20,,,
babel-standalone,386.21,57.43,76756.11,
toxic,2749.03,3308.82,,33187.57
glob-slash,,,,32510.44
nightmare,1673.92,400.67,60695.12,44217.61
compare-semver,,,89874.28,
rc-calendar,206.37,143.70,58022.91,55622.67
linerstream,,234.94,99145.17,
uglifycss,245.27,44.49,48250.64,65839.18
formsy-react,2984.52,13.32,55388.12,1487.14
cli-progress,118.09,17.33,16707.78,21122.71
babel-preset-es2015-without-strict,4239.15,913.39,73506.66,
postcss-modules,522.92,39.83,47467.70,20605.94
coffee-formatter,562.21,,84580.29,
aggregate-error,23.29,54.87,59714.59,
mime-format,7848.44,4691.30,,56926.91
zeroclipboard,782.70,37.48,92813.15,80555.82
gulp-iconfont,172.37,1097.07,74260.17,4171.25
node-oauth1,,359.57,72559.89,36765.67
ember-cli-jshint,15840.98,6.01,,
flat-arguments,,,,
cordova-plugin-inappbrowser,569.38,736.23,49793.85,48478.21
@types/enzyme,,,,
raptor-logging,447.60,341.63,38274.73,
to-vfile,50.18,12.55,,
deprecated-decorator,,,64988.58,
http-reasons,,1895.20,,74236.13
cordova-plugin-file,5471.73,384.31,43973.14,53719.57
gulp-count,4206.58,68.05,65954.53,19385.81
vscode-languageserver-types,209.87,39.90,20035.94,7057.85
protocols,,0.00,,
lodash.transform,2.81,27.85,10910.86,7967.40
vscode-uri,,975.31,,374.77
events-intercept,27.15,25.44,,
listener-tracker,1.67,84.47,,
coffeelint-stylish,30.47,95.38,,
stack-parser,,,,
loopback-component-explorer,4450.37,36.28,56557.39,
ps-node,1171.54,154.15,73014.29,67058.97
empower,517.35,9.22,87999.03,60769.97
grunt-sails-linker,,6.52,,79705.45
ember-route-action-helper,650.37,57.89,73116.37,44407.58
rollup-plugin-babel,840.03,388.77,,
eventlistener,2.04,,,
grunt-bower-task,482.47,4401.28,100466.60,71305.40
ember-power-select,318.50,7.52,56972.95,45297.78
susy,398.70,62.57,86488.26,
babel-helper-vue-jsx-merge-props,564.22,4968.25,49312.05,79554.78
flexboxgrid,627.03,968.61,77819.82,66822.68
measured,3745.41,14.93,55195.32,51071.84
nvd3,1686.76,521.82,82758.82,72288.86
envconf,1511.33,2.72,,
rc-progress,7592.54,195.24,36622.93,29860.78
liquid-json,2965.52,19.44,31064.62,36470.46
supervisor,1907.72,1100.04,82417.34,74701.55
gulp-env,15886.92,325.11,73119.00,63690.22
jsftp,2129.64,1905.75,64188.22,73658.79
velocity-react,171.93,14.17,60810.54,62452.96
varstream,159.87,11.04,104277.49,
@ionic-native/splash-screen,1660.06,104.05,13432.70,1717.99
level,403.59,10.89,17899.82,1027.76
mixpanel-browser,549.24,509.16,38102.08,9659.21
gulp-prompt,5018.42,9.78,57994.23,51286.44
unist-builder,2737.81,46.89,,
neatequal,,,,
@types/clone,,,,
stately.js,24.48,77.07,59905.42,
emailjs,661.63,125.11,30182.48,27556.48
@ionic-native/status-bar,1660.06,104.05,13432.79,1718.08
neo-async,392.24,35.08,47565.94,36238.71
angular-i18n,,,,
babel-plugin-transform-amd-system-wrapper,73.62,1.01,,
match-media,4827.45,965.27,86929.36,43337.61
i18next-client,187.20,116.74,2231.83,909.99
